sep=;
Series;Time;Value
cadvisor;2017-03-07T01:03:59.000Z;25829376
cadvisor;2017-03-07T01:04:09.000Z;25780224
cadvisor;2017-03-07T01:04:19.000Z;25788416
cadvisor;2017-03-07T01:04:29.000Z;25841664
cadvisor;2017-03-07T01:04:39.000Z;25841664
cadvisor;2017-03-07T01:04:49.000Z;26071040
cadvisor;2017-03-07T01:04:59.000Z;25878528
cadvisor;2017-03-07T01:05:09.000Z;25804800
cadvisor;2017-03-07T01:05:19.000Z;25665536
cadvisor;2017-03-07T01:05:29.000Z;25665536
cadvisor;2017-03-07T01:05:39.000Z;25686016
cadvisor;2017-03-07T01:05:49.000Z;25870336
cadvisor;2017-03-07T01:05:59.000Z;25812992
cadvisor;2017-03-07T01:06:09.000Z;25755648
cadvisor;2017-03-07T01:06:19.000Z;26779648
cadvisor;2017-03-07T01:06:29.000Z;26759168
cadvisor;2017-03-07T01:06:39.000Z;27721728
cadvisor;2017-03-07T01:06:49.000Z;27865088
cadvisor;2017-03-07T01:06:59.000Z;27762688
cadvisor;2017-03-07T01:07:09.000Z;27701248
cadvisor;2017-03-07T01:07:19.000Z;27684864
cadvisor;2017-03-07T01:07:29.000Z;27680768
cadvisor;2017-03-07T01:07:39.000Z;27684864
cadvisor;2017-03-07T01:07:49.000Z;27869184
cadvisor;2017-03-07T01:07:59.000Z;27758592
cadvisor;2017-03-07T01:08:09.000Z;27693056
cadvisor;2017-03-07T01:08:19.000Z;27688960
cadvisor;2017-03-07T01:08:29.000Z;27680768
cadvisor;2017-03-07T01:08:39.000Z;27701248
cadvisor;2017-03-07T01:08:49.000Z;27832320
cadvisor;2017-03-07T01:08:59.000Z;27746304
cadvisor;2017-03-07T01:09:09.000Z;27680768
cadvisor;2017-03-07T01:09:19.000Z;27684864
cadvisor;2017-03-07T01:09:29.000Z;27725824
cadvisor;2017-03-07T01:09:39.000Z;27717632
cadvisor;2017-03-07T01:09:49.000Z;27873280
cadvisor;2017-03-07T01:09:59.000Z;27721728
cadvisor;2017-03-07T01:10:09.000Z;27697152
cadvisor;2017-03-07T01:10:19.000Z;27693056
cadvisor;2017-03-07T01:10:29.000Z;27693056
cadvisor;2017-03-07T01:10:39.000Z;27729920
cadvisor;2017-03-07T01:10:49.000Z;27938816
